V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E4_move_BACK,E4_move_FORW,E4_change_FORW,E4_change_BACK,VideoCompletion,VideoNTimes,VideoIssues,OpenEnded,GestureNotice,MathQuestion,TransitionPerson,Likeability,Approachability,Warm,Friendly,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_SDF51ox3JBTTkGd,Default Response Set,Anonymous,,,64.136.98.164,0,2019-07-06 08:14:38,2019-07-06 08:18:24,1,1,1,Monday,,,,Yes,1,no,,Definitely yes,13,1,strongly agree,slightly agree,slightly agree,slightly agree,36,female,right-handed,Hindi,1,E4_move_BACK,26.934997558594,-80.117797851562,-1,
R_2vkUGjIB7SPWlcQ,Default Response Set,Anonymous,,,75.97.215.133,0,2019-07-06 08:30:19,2019-07-06 08:31:36,1,1,1,,,,Monday,Yes,1,NO,What ime on wednesday?,Probably yes,13,1,slightly agree,slightly agree,strongly agree,slightly agree,33,male,right-handed,English,1,E4_change_BACK,41.011505126953,-76.438400268555,-1,
R_3fNo4cfvCMcRWyR,Default Response Set,Anonymous,,,107.72.178.18,0,2019-07-06 08:31:55,2019-07-06 08:34:24,1,1,1,Past tomorrow,,,,Yes,Once,No issues,The audio could be a bit beter,Definitely yes,13,1,slightly disagree,slightly disagree,strongly disagree,slightly disagree,35,male,left-handed,"Spanish, English",1,E4_move_BACK,25.761001586914,-80.232498168945,-1,
R_2qa5JhK0Kl9WbSJ,Default Response Set,Anonymous,,,65.206.31.98,0,2019-07-06 08:34:33,2019-07-06 08:37:38,1,1,1,Friday,,,,Yes,1,No,"When I originally answered the question I just assumed when the actor said ""moved"" he meant forward. After submitting my response, and thinking about it a little long, I think that the hand gesture meant that it was moved back two days to Monday. ",Definitely yes,13,1,strongly agree,strongly agree,slightly agree,slightly agree,30,female,right-handed,English,1,E4_move_BACK,40.78759765625,-74.059997558594,-1,
R_2bGYczmEFRfVh3m,Default Response Set,Anonymous,,,47.25.220.78,0,2019-07-06 08:35:11,2019-07-06 08:39:33,1,1,1,,,,Monday,Yes,1,no,"Good survey, thanks!",Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly agree,65,female,right-handed,English,1,E4_change_BACK,42.052597045898,-124.28399658203,-1,
R_1gMVGTW24GdSYJS,Default Response Set,Anonymous,,,23.249.37.94,0,2019-07-06 08:35:05,2019-07-06 08:41:18,1,1,1,,Friday,,,Yes,4,no,"He was very difficult to understand.  Had to listen several times, then hope I heard correctly.",Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,75,female,left-handed,English,1,E4_move_FORW,40.56559753418,-89.625099182129,-1,
R_8vpIHpIPO6XNVp7,Default Response Set,Anonymous,,,104.162.71.49,0,2019-07-06 08:57:54,2019-07-06 08:59:37,1,1,1,,,Friday,,Yes,2,no,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,31,female,right-handed,English,1,E4_change_FORW,40.637496948242,-74.021598815918,-1,
R_3qL1TE7jxPdBNXW,Default Response Set,Anonymous,,,68.103.140.206,0,2019-07-06 09:02:33,2019-07-06 09:03:41,1,1,1,,Friday,,,Yes,2,No,No,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,24,male,left-handed,English,1,E4_move_FORW,37.703796386719,-97.225303649902,-1,
R_dmpdKMb6P2csPSx,Default Response Set,Anonymous,,,45.43.211.189,0,2019-07-06 05:07:08,2019-07-06 05:07:26,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_FORW,,,-1,
R_3NWfG4Uq7wnlmkQ,Default Response Set,Anonymous,,,176.102.50.130,0,2019-07-06 05:07:33,2019-07-06 05:08:19,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_BACK,,,-1,
R_ehMYfh7OLMrIGI1,Default Response Set,Anonymous,,,128.84.124.112,0,2019-07-06 05:07:17,2019-07-06 05:09:08,0,1,1,,,,Next wednesdays meeting...what?,Yes,4,no,I dont know why I cant understand the part after the meeting,Definitely yes,13,1,strongly disagree,strongly disagree,strongly disagree,strongly disagree,19,female,right-handed,English,,E4_change_BACK,,,-1,
R_XFxEb5S3Qf0Z2HT,Default Response Set,Anonymous,,,184.18.71.126,0,2019-07-06 05:07:26,2019-07-06 05:09:25,0,1,1,Friday,,,,Yes,2,no,none,Probably yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,34,male,right-handed,english,,E4_move_BACK,,,-1,
R_2ifC3IMt60OePER,Default Response Set,Anonymous,,,73.142.31.6,0,2019-07-06 05:06:50,2019-07-06 05:09:23,0,1,1,,,friday,,Yes,2,"The person was a little difficult to understand at first. The words ""next wednesdays"" is all i missed in the first viewing.",,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,37,male,right-handed,English,,E4_change_FORW,,,-1,
R_1MM6HjKztVPFYmg,Default Response Set,Anonymous,,,99.137.76.122,0,2019-07-06 05:08:03,2019-07-06 05:10:30,0,1,1,,,friday,,Yes,twice,none,none,Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly agree,41,female,right-handed,english,,E4_change_FORW,,,-1,
R_3fBnStRLVxk0Dfg,Default Response Set,Anonymous,,,110.54.237.234,0,2019-07-06 05:11:27,2019-07-06 05:11:38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2pLY9RWYjmVazlH,Default Response Set,Anonymous,,,192.180.176.228,0,2019-07-06 05:09:10,2019-07-06 05:11:45,0,1,1,,,,monday,Yes,1,no,talked rather fast,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,59,female,right-handed,English,,E4_change_BACK,,,-1,
R_xl449taoLINwnE5,Default Response Set,Anonymous,,,97.83.18.105,0,2019-07-06 09:15:11,2019-07-06 09:16:35,1,1,1,,,,Friday,Yes,1,no,It wasn't really clear if the meeting was changed to be 2 days earlier or 2 days later.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,36,male,right-handed,English,1,E4_change_BACK,42.278900146484,-85.690399169922,-1,
R_1GHNNX2wPZlyNOx,Default Response Set,Anonymous,,,71.34.92.242,0,2019-07-06 09:20:38,2019-07-06 09:24:36,1,1,1,,tuesday,,,Maybe,1,I had the volume up but it was a little hard to hear,,Definitely yes,13,1,slightly disagree,strongly agree,slightly disagree,slightly agree,51,female,right-handed,english,1,E4_move_FORW,45.537506103516,-122.59889984131,-1,
R_1Q5RswoSCr5p6GO,Default Response Set,Anonymous,,,68.186.213.170,0,2019-07-06 05:24:08,2019-07-06 05:27:05,0,1,1,,Friday,,,Yes,1,no,"He spoke rather quickly, sort of hard to understand",Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,45,male,right-handed,English,,E4_move_FORW,,,-1,
R_1q9s8MIE8KZcJO9,Default Response Set,Anonymous,,,41.215.78.18,0,2019-07-06 05:09:42,2019-07-06 05:27:33,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_FORW,,,-1,
R_1esj1iOucPu7enJ,Default Response Set,Anonymous,,,99.156.123.179,0,2019-07-06 09:33:47,2019-07-06 09:35:07,1,1,1,friday,,,,Yes,2,no,no,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,25,male,right-handed,"spanish, english",1,E4_move_BACK,25.763397216797,-80.188598632812,-1,
R_1rwcb3hG0PMaG2S,Default Response Set,Anonymous,,,76.20.202.184,0,2019-07-06 09:32:05,2019-07-06 09:36:01,1,1,1,,,monday,,Yes,1,,"I couldn't understand the beginning of the man's sentence, but the audio was fine. All I heard was ""moved 2 days later.""",Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,31,female,right-handed,English,1,E4_change_FORW,33.914093017578,-84.82740020752,-1,
R_3LdSXeZJfVsIjsm,Default Response Set,Anonymous,,,68.55.239.196,0,2019-07-06 09:33:27,2019-07-06 09:37:06,1,1,1,,Friday,,,Yes,2,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,52,male,right-handed,English,1,E4_move_FORW,42.726196289062,-83.156600952148,-1,
R_1JXUh2Anj2DwEBE,Default Response Set,Anonymous,,,67.251.135.73,0,2019-07-06 09:38:22,2019-07-06 09:41:07,1,1,1,,,,Monday,Yes,1,no,"The question I was being asked had two possible answers, if the meeting was being changed from Wednesday by two days it could be on either Monday or Friday. The person did not specify.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,30,female,right-handed,english,1,E4_change_BACK,41.615997314453,-74.143898010254,-1,
R_4GGaftcv2NRaTM5,Default Response Set,Anonymous,,,72.87.72.41,0,2019-07-06 05:48:07,2019-07-06 05:49:29,0,1,1,Friday,,,,Yes,1,No audio or video issues.,I liked the way he used his hands while he talked.,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,31,female,right-handed,English,,E4_move_BACK,,,-1,
R_3HuDfgwI7ZCcNtb,Default Response Set,Anonymous,,,99.83.0.31,0,2019-07-06 09:49:12,2019-07-06 09:51:14,1,1,1,Monday,,,,Yes,1,no,,Definitely yes,13,1,strongly agree,slightly agree,strongly agree,strongly agree,36,male,right-handed,English,1,E4_move_BACK,34.866394042969,-118.34089660645,-1,
R_2uWFRGUcRSSNQ1r,Default Response Set,Anonymous,,,107.77.198.40,0,2019-07-06 09:50:07,2019-07-06 09:52:52,1,1,1,,,,friday,Yes,once,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,25,female,ambidextrous,English,1,E4_change_BACK,32.782897949219,-96.871398925781,-1,
R_1oI0ce3c1sAPR8I,Default Response Set,Anonymous,,,35.143.240.153,0,2019-07-06 10:10:18,2019-07-06 10:11:35,1,1,1,,,Monday,,Yes,2,No,No,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,25,male,right-handed,english,1,E4_change_FORW,27.848495483398,-82.794403076172,-1,
R_6hhoiS1LJJZ9eet,Default Response Set,Anonymous,,,24.3.147.179,0,2019-07-06 10:07:40,2019-07-06 10:11:42,1,1,1,,,Friday,,Yes,1,No,No comments.,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,33,male,right-handed,English,1,E4_change_FORW,40.537506103516,-79.964401245117,-1,
R_3povzUpPiOS3tGz,Default Response Set,Anonymous,,,73.4.69.5,0,2019-07-06 10:16:20,2019-07-06 10:18:34,1,1,1,,,,Friday,Yes,2,no,,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,24,male,right-handed,English and Korean,1,E4_change_BACK,41.35710144043,-72.933403015137,-1,
R_1KwGp06Ht4fOa7V,Default Response Set,Anonymous,,,73.170.83.114,0,2019-07-06 10:27:23,2019-07-06 10:28:59,1,1,1,Friday,,,,Yes,1,The only issue I had was that it was a little fuzzy and he spoke VERY fast,He spoke very fast!,Might or might not,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,25,female,right-handed,English,1,E4_move_BACK,37.574203491211,-122.32499694824,-1,
R_27cUs4h9epozVc2,Default Response Set,Anonymous,,,208.102.59.194,0,2019-07-06 10:38:47,2019-07-06 10:41:00,1,1,1,,,Friday,,Yes,4,No,,Definitely yes,13,1,slightly agree,strongly agree,strongly agree,slightly agree,29,male,left-handed,English,1,E4_change_FORW,38.887496948242,-84.632797241211,-1,
R_1K9eKoCwSZsAakG,Default Response Set,Anonymous,,,170.75.137.246,0,2019-07-06 10:41:26,2019-07-06 10:46:02,1,1,1,Monday,,,,Yes,1,No,"He gestured towards himself, which made me think the meeting had been moved closer. ",Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,34,male,right-handed,English,1,E4_move_BACK,38.431900024414,-120.57189941406,-1,
R_6uvq99S9zofKLZv,Default Response Set,Anonymous,,,68.5.68.191,0,2019-07-06 10:41:15,2019-07-06 10:46:49,1,1,1,,,Friday,,Yes,1,No,"The person stated ""Next Wednesday's Meeting Has Been Changed by Two Days, What Day is the Meeting Now?"", so I assumed the meeting was moved forward in time because he moved both his hands forward. But the meeting could have been moved back to two days earlier.",Definitely yes,13,1,slightly disagree,strongly disagree,strongly disagree,strongly disagree,57,male,right-handed,Italian,1,E4_change_FORW,33.567901611328,-117.70460510254,-1,
R_1liNHVtVzRKcHpH,Default Response Set,Anonymous,,,50.83.218.251,0,2019-07-06 11:12:46,2019-07-06 11:15:31,1,1,1,,,,Friday,Yes,once,no,He had on a black shirt.,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,26,male,right-handed,English,1,E4_change_BACK,41.919998168945,-88.688697814941,-1,
R_1rlDmxe0RH2u1I7,Default Response Set,Anonymous,,,68.98.73.187,0,2019-07-06 11:12:17,2019-07-06 11:15:53,1,1,1,,,Friday,,Yes,2,no,no,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,61,female,right-handed,English,1,E4_change_FORW,33.387496948242,-111.85070037842,-1,
R_z2aWMPhSjmlRhLj,Default Response Set,Anonymous,,,107.208.149.93,0,2019-07-06 11:26:08,2019-07-06 11:27:59,1,1,1,,Monday,,,Yes,1,"Yes, lag.",no.,Might or might not,13,1,slightly agree,slightly disagree,slightly disagree,slightly agree,25,male,left-handed,English and Russian,1,E4_move_FORW,25.943603515625,-80.226402282715,-1,
R_vUXy7PYEmJdOgNz,Default Response Set,Anonymous,,,99.68.56.159,0,2019-07-06 11:26:10,2019-07-06 11:28:21,1,1,1,,,Next Friday,,Yes,2,no,it could have been next monday too,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,28,male,left-handed,English,1,E4_change_FORW,37.822296142578,-83.785301208496,-1,
R_33pbsDe2lwi8ljF,Default Response Set,Anonymous,,,174.97.105.190,0,2019-07-06 11:26:32,2019-07-06 11:28:48,1,1,1,Friday,,,,Yes,1,No,No,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,slightly agree,21,male,ambidextrous,English,1,E4_move_BACK,39.63200378418,-84.263397216797,-1,
R_3rV7nEeMqVOWOjs,Default Response Set,Anonymous,,,184.91.225.123,0,2019-07-06 11:26:54,2019-07-06 11:30:22,1,1,1,,Friday,,,Yes,1,no,He was a male. he used gestures.,Definitely yes,13,1,slightly agree,slightly agree,strongly agree,strongly agree,62,female,right-handed,english,1,E4_move_FORW,29.024703979492,-80.958396911621,-1,
R_3IaQCLzHPs5lh0U,Default Response Set,Anonymous,,,76.227.92.120,0,2019-07-06 11:31:32,2019-07-06 11:33:16,1,1,1,Friday,,,,Yes,1,No,No,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,32,male,right-handed,English,1,E4_move_BACK,32.581695556641,-97.13990020752,-1,
R_QgH9sjdUXPkXPnX,Default Response Set,Anonymous,,,99.158.139.175,0,2019-07-06 11:31:35,2019-07-06 11:33:47,1,1,1,,,,Either Monday or Friday,Yes,1,No,No,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,29,female,right-handed,English,1,E4_change_BACK,33.934906005859,-84.392196655273,-1,
R_w7wfGXrUcpvoB7b,Default Response Set,Anonymous,,,108.214.60.58,0,2019-07-06 07:37:06,2019-07-06 07:43:53,0,1,1,,,,Friday ,Yes,2,None,Why did that guy do this weird thing with his hands?,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,30,female,right-handed,"English, Spanish ",,E4_change_BACK,,,-1,
R_1GJSdFUge1Ixgkn,Default Response Set,Anonymous,,,107.77.219.202,0,2019-07-06 07:43:30,2019-07-06 07:46:31,0,1,1,,,Allhas has,,Yes,I viewed it once,"I could not respond or type, and then the page advanced after being ""frozen"" but it sounded like he said something had been changed, is all I caught. (Assuming the incredible echo was deliberate? Could not understand what he said due to the echo.)","I really couldn't tell what he was saying due to the echo.   It was something like ""all this has been changed"" which the page malfunction prevented me from responding.",Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,42,male,right-handed,English,,E4_change_FORW,,,-1,
R_2qFaHWwAEFlIDp7,Default Response Set,Anonymous,,,174.231.136.62,0,2019-07-06 11:44:21,2019-07-06 11:47:40,1,1,1,,,Friday ,,Yes,2,no,No,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,26,male,right-handed,English ,1,E4_change_FORW,39.201400756836,-85.921401977539,-1,
R_1dmL9nE3Fo6KLtE,Default Response Set,Anonymous,,,199.96.205.224,0,2019-07-06 07:48:30,2019-07-06 07:50:13,0,1,1,,,,Friday,Yes,,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,59,male,right-handed,english,,E4_change_BACK,,,-1,
R_1mfJDD926YGXbNP,Default Response Set,Anonymous,,,68.44.4.49,0,2019-07-06 07:53:44,2019-07-06 07:54:12,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_FORW,,,-1,
R_24dtwTvkYkNQ6tN,Default Response Set,Anonymous,,,67.8.46.228,0,2019-07-06 07:53:53,2019-07-06 07:54:37,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_32Q6UhcoS3W3CmT,Default Response Set,Anonymous,,,24.26.14.147,0,2019-07-06 07:53:49,2019-07-06 07:56:19,0,1,1,,friday,,,Yes,2,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,39,female,right-handed,english,,E4_move_FORW,,,-1,
R_OiD6U2G7RJ6gA3n,Default Response Set,Anonymous,,,24.142.157.242,0,2019-07-06 07:52:43,2019-07-06 07:56:54,0,1,1,,,Friday ,,Yes,Twice,None,I thought that the hand gestures or body languages was incompatible with the information spoken. ,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,48,male,right-handed,English ,,E4_change_FORW,,,-1,
R_3HhlzZxemlV7R5L,Default Response Set,Anonymous,,,104.176.121.38,0,2019-07-06 07:55:19,2019-07-06 07:57:10,0,1,1,,,,Friday,Yes,Once,No,His arm movements were interesting,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,49,male,right-handed,English,,E4_change_BACK,,,-1,
R_10PGs5TG4zKEU2L,Default Response Set,Anonymous,,,72.94.170.198,0,2019-07-06 07:55:26,2019-07-06 07:57:18,0,1,1,,Friday,,,Yes,1,no,"No, not really.",Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,47,female,right-handed,English,,E4_move_FORW,,,-1,
R_2S3tfi9BfxAtBEM,Default Response Set,Anonymous,,,68.202.55.220,0,2019-07-06 07:55:34,2019-07-06 07:57:56,0,1,1,friday,,,,Yes,1,no,I didn't think i was supposed to watch it more than once based on the directions,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,49,female,right-handed,English,,E4_move_BACK,,,-1,
R_0d24dH066ijJVa9,Default Response Set,Anonymous,,,66.225.115.42,0,2019-07-06 07:56:04,2019-07-06 07:58:05,0,1,1,,,Friday,,Yes,I viewed the video twice.,No issues.,"No, it is a pretty straight forward task,",Definitely yes,13,1,slightly agree,slightly agree,strongly agree,strongly agree,32,male,right-handed,English,,E4_change_FORW,,,-1,
R_2ZJRlOKvZN074SL,Default Response Set,Anonymous,,,72.46.128.186,0,2019-07-06 07:56:59,2019-07-06 07:59:30,0,1,1,,good,,,Yes,2,no,there is no observations,Might or might not,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,30,male,right-handed,english ,,E4_move_FORW,,,-1,
R_1KoNl52kERSsEWm,Default Response Set,Anonymous,,,69.131.11.75,0,2019-07-06 08:01:24,2019-07-06 08:04:18,0,1,1,,,Friday,,Yes,Once,No,I had to listen very hard to understand what he was saying because of his accent. His gesture indicated that the meeting was being moved forward into the future.,Definitely yes,13,1,strongly agree,slightly agree,slightly agree,strongly agree,44,female,right-handed,English,,E4_change_FORW,,,-1,
R_SZe72didK1uPmsp,Default Response Set,Anonymous,,,65.29.187.54,0,2019-07-06 08:03:45,2019-07-06 08:05:43,0,1,1,,anger,,,Yes,1,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,23,male,right-handed,English,,E4_move_FORW,,,-1,
R_2rAcyvNVVApFdtq,Default Response Set,Anonymous,,,192.181.14.84,0,2019-07-06 08:09:22,2019-07-06 08:10:48,0,1,1,,,Friday ,,Yes,1,No,No,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,43,female,right-handed,English ,,E4_change_FORW,,,-1,
R_2qxgbo56IzNjhgI,Default Response Set,Anonymous,,,73.32.235.239,0,2019-07-06 08:11:22,2019-07-06 08:12:58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1jNXDcQC2eGTPXu,Default Response Set,Anonymous,,,174.101.202.35,0,2019-07-06 08:12:49,2019-07-06 08:14:29,0,1,1,,Friday,,,Yes,1,none,what was he doing with his hands - bit distracting,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,48,male,right-handed,english,,E4_move_FORW,,,-1,
R_3KCteJy4OOPhxMa,Default Response Set,Anonymous,,,70.135.154.70,0,2019-07-06 08:12:47,2019-07-06 08:14:59,0,1,1,,,Friday,,Yes,3 Times,Lagged at start but then restarted for it to play completly,Why did he hold out his hands weirdly?,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,21,male,right-handed,English,,E4_change_FORW,,,-1,
R_1CdsSWPtk9Ix6Cd,Default Response Set,Anonymous,,,24.126.182.208,0,2019-07-06 08:12:57,2019-07-06 08:14:24,0,1,1,,,,Friday,Yes,2,No,N/A,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,24,female,right-handed,English,,E4_change_BACK,,,-1,
R_2QYcXFklIglCjzI,Default Response Set,Anonymous,,,71.172.186.224,0,2019-07-06 08:13:09,2019-07-06 08:14:25,0,1,1,,Next Friday,,,Yes,two,no,none,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,28,female,right-handed,English,,E4_move_FORW,,,-1,
R_3MN0vRiHlFVcSzS,Default Response Set,Anonymous,,,204.16.247.22,0,2019-07-06 08:13:14,2019-07-06 08:14:39,0,1,1,i like this video,,,,,,,,,,,,,,,,,,,,E4_move_BACK,,,-1,
R_1dsoXtGFdyRMcGU,Default Response Set,Anonymous,,,47.203.97.140,0,2019-07-06 08:12:50,2019-07-06 08:15:18,0,1,1,,,,Friday,Yes,Once,No,No,Definitely yes,13,1,slightly agree,strongly agree,strongly agree,strongly agree,31,male,right-handed,English,,E4_change_BACK,,,-1,
R_3iKZy34Ab03sthp,Default Response Set,Anonymous,,,71.232.227.212,0,2019-07-06 08:12:54,2019-07-06 08:15:24,0,1,1,,,Friday,,Yes,1,No,No,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,44,male,right-handed,English,,E4_change_FORW,,,-1,
R_3fOZ46e5gjiqMPF,Default Response Set,Anonymous,,,71.38.137.137,0,2019-07-06 08:13:03,2019-07-06 08:14:48,0,1,1,,,Friday,,Yes,1,No,I wondered if the Wednesday meeting was pushing 2 days ahead or 2 days back.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,39,female,right-handed,English,,E4_change_FORW,,,-1,
R_1HhN21NgDmF367m,Default Response Set,Anonymous,,,73.61.20.223,0,2019-07-06 08:13:06,2019-07-06 08:15:32,0,1,1,monday,,,,Yes,3,n.a.,the meeting is move up or out two days?,Definitely yes,13,1,slightly disagree,slightly disagree,slightly agree,slightly agree,27,male,right-handed,english,,E4_move_BACK,,,-1,
R_1DtMfvsGALkr1WH,Default Response Set,Anonymous,,,24.208.204.197,0,2019-07-06 08:13:57,2019-07-06 08:15:51,0,1,1,,Friday,,,Yes,2,No,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,55,female,ambidextrous,English,,E4_move_FORW,,,-1,
R_27U6aGwTU4OL8bU,Default Response Set,Anonymous,,,72.179.237.186,0,2019-07-06 08:13:00,2019-07-06 08:15:53,0,1,1,,,,Friday,Yes,1,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,64,female,right-handed,English,,E4_change_BACK,,,-1,
R_3RrOJrbaOaGgLgG,Default Response Set,Anonymous,,,162.154.45.214,0,2019-07-06 08:14:10,2019-07-06 08:16:34,0,1,1,monday,,,,Yes,2,none,Very direct and to the point. Hand gestures shown caught my attention to what was being said but not over dramatic either,Definitely yes,13,1,slightly agree,strongly agree,strongly agree,strongly agree,27,male,left-handed,English,,E4_move_BACK,,,-1,
R_1Ow8qBjyZSCAZrP,Default Response Set,Anonymous,,,47.197.147.125,0,2019-07-06 08:19:35,2019-07-06 08:25:08,0,1,1,,,"Given his body language I'd say Friday, but it still could be Monday.",,Yes,1,no,"Again, his body language suggested two days forward rather than backward.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,44,female,right-handed,English,,E4_change_FORW,,,-1,
R_2rDyzAhUfc0kZph,Default Response Set,Anonymous,,,74.75.178.1,0,2019-07-06 12:24:49,2019-07-06 12:26:36,1,1,1,,,,Either next Monday or Friday,Yes,2,no,"He moved his hands a bit oddly, but other than that, nothing.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,30,female,right-handed,English,1,E4_change_BACK,43.551300048828,-71.019996643066,-1,
R_0dH0PrxXQfPh6cp,Default Response Set,Anonymous,,,73.83.100.197,0,2019-07-06 08:23:58,2019-07-06 08:29:44,0,1,1,,Friday,,,Yes,twice,no,"No, this was one of my pet peeves at work. I'm doing a million things. Don't make me calculate what day a meeting is on. I got called into the office for asking my manager to be more specific. I quit that job. ",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,55,female,right-handed,English and French,,E4_move_FORW,,,-1,
R_1ergBZOVVUvwPuk,Default Response Set,Anonymous,,,190.242.24.233,0,2019-07-06 08:31:43,2019-07-06 08:33:20,0,1,1,,Friday,,,Yes,1,None,,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,slightly agree,34,male,right-handed,English,,E4_move_FORW,,,-1,
R_UKhwTHfwl2Ur8U9,Default Response Set,Anonymous,,,208.87.234.180,0,2019-07-06 08:34:55,2019-07-06 08:36:22,0,1,1,,,Friday,,Yes,3,No,n/a,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,31,male,right-handed,English,,E4_change_FORW,,,-1,
R_3O1jFy2E5whCl25,Default Response Set,Anonymous,,,75.97.237.109,0,2019-07-06 08:35:49,2019-07-06 08:37:09,0,1,1,,,,Monday or Friday ,Yes,2,No,No,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly agree,31,female,right-handed,English,,E4_change_BACK,,,-1,
R_yxMR3bo58nKQ265,Default Response Set,Anonymous,,,72.206.125.190,0,2019-07-06 11:31:29,2019-07-06 11:33:11,0,1,1,,,Monday or Friday,,Yes,1,no, I didn't understand the hand gesture.,Definitely yes,13,1,slightly disagree,strongly disagree,slightly disagree,slightly disagree,43,male,right-handed,English,,E4_change_FORW,,,-1,
R_snzEta2NMo1jhBL,Default Response Set,Anonymous,,,67.223.13.70,0,2019-07-06 11:30:13,2019-07-06 11:33:16,0,1,1,Monday,,,,Yes,once,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,41,female,right-handed,English,,E4_move_BACK,,,-1,
R_2uK7UvMzM8a5MPs,Default Response Set,Anonymous,,,70.127.102.228,0,2019-07-06 11:26:33,2019-07-06 11:29:15,0,1,1,,,,I don't know but it's two days later than the original date. ,Yes,once,none,It was not explicit enough! I could not answer the question based on the person's statement. ,Definitely yes,13,1,slightly agree,slightly disagree,strongly disagree,slightly disagree,60,female,right-handed,English,,E4_change_BACK,,,-1,
R_3dRMu41huSWPIuR,Default Response Set,Anonymous,,,24.177.54.29,0,2019-07-06 11:15:01,2019-07-06 11:16:56,0,1,1,,,,Friday,Yes,Once,No,His body language and hand movements seemed strange to me.,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,19,female,left-handed,English,,E4_change_BACK,,,-1,
